AssignmentStatus,WorkTimeInSeconds,Input.case,Input.query,Input.title,Input.link,Input.imglink,Input.snippet_A,Input.snippet_B,Answer.better,Answer.case,Answer.query,Answer.quest
Approved,92,524,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>Mitsubishi Electric has played a vital part in several satellite programs for a wide range of government agencies and communications providers inside and outside of Japan. This is particularly true because Mitsubishi Electric is Japan's only manufacturer with implemented capabilities covering the whole satellite development process, from the development stage to the testing stage.</p>","<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>",1,524|524,Satellites,o
Approved,54,524,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>Mitsubishi Electric has played a vital part in several satellite programs for a wide range of government agencies and communications providers inside and outside of Japan. This is particularly true because Mitsubishi Electric is Japan's only manufacturer with implemented capabilities covering the whole satellite development process, from the development stage to the testing stage.</p>","<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>",1,524|524,Satellites,o
Approved,17,524,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>Mitsubishi Electric has played a vital part in several satellite programs for a wide range of government agencies and communications providers inside and outside of Japan. This is particularly true because Mitsubishi Electric is Japan's only manufacturer with implemented capabilities covering the whole satellite development process, from the development stage to the testing stage.</p>","<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>",1,524|524,Satellites,s
Approved,272,524,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>Mitsubishi Electric has played a vital part in several satellite programs for a wide range of government agencies and communications providers inside and outside of Japan. This is particularly true because Mitsubishi Electric is Japan's only manufacturer with implemented capabilities covering the whole satellite development process, from the development stage to the testing stage.</p>","<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>",2,524|524,Satellites,s
Approved,8,524,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>Mitsubishi Electric has played a vital part in several satellite programs for a wide range of government agencies and communications providers inside and outside of Japan. This is particularly true because Mitsubishi Electric is Japan's only manufacturer with implemented capabilities covering the whole satellite development process, from the development stage to the testing stage.</p>","<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>",1,524|524,Satellites,a
Approved,59,525,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>","<p>Mitsubishi Electric is one of Japan's largest and most influential manufacturing powers. They are the only one in the country capable of dominating the entire process involved in satellite development. For this reason, Mitsubishi Electric has participated with a wide variety of communications agencies both nationally and abroad.</p>",b,525|525,Satellites,o
Approved,12,525,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>","<p>Mitsubishi Electric is one of Japan's largest and most influential manufacturing powers. They are the only one in the country capable of dominating the entire process involved in satellite development. For this reason, Mitsubishi Electric has participated with a wide variety of communications agencies both nationally and abroad.</p>",2,525|525,Satellites,a
Approved,122,525,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>","<p>Mitsubishi Electric is one of Japan's largest and most influential manufacturing powers. They are the only one in the country capable of dominating the entire process involved in satellite development. For this reason, Mitsubishi Electric has participated with a wide variety of communications agencies both nationally and abroad.</p>",2,525|525,Satellites,s
Approved,124,525,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>","<p>Mitsubishi Electric is one of Japan's largest and most influential manufacturing powers. They are the only one in the country capable of dominating the entire process involved in satellite development. For this reason, Mitsubishi Electric has participated with a wide variety of communications agencies both nationally and abroad.</p>",1,525|525,Satellites,a
Approved,93,525,Satellites,Space Systems: Satellite Programs - MITSUBISHI ELECTRIC,http://www.mitsubishielectric.com/bu/space/satellite/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Satellites_2.png,"<p>As Japan's only manufacturer with integrated capabilities covering the entire satellite development process from development and design to assembly and testing, Mitsubishi Electric has played a key role in dozens of satellite programs for a variety of government agencies and communications providers both inside and outside Japan.</p>","<p>Mitsubishi Electric is one of Japan's largest and most influential manufacturing powers. They are the only one in the country capable of dominating the entire process involved in satellite development. For this reason, Mitsubishi Electric has participated with a wide variety of communications agencies both nationally and abroad.</p>",g,525|525,Satellites,o
Approved,10,526,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Do you want to buy a Disneyland gift for someone you love?  Visit the Disnelyand Resort hotel room where romance is in the air.  You'll get a trail of rose petals on the bed, candles lit magically, and chocolate covered strawberries.</p>","<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>",2,526|526,Disneyland hotel,s
Approved,99,526,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Do you want to buy a Disneyland gift for someone you love?  Visit the Disnelyand Resort hotel room where romance is in the air.  You'll get a trail of rose petals on the bed, candles lit magically, and chocolate covered strawberries.</p>","<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>",1,526|526,Disneyland hotel,o
Approved,51,526,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Do you want to buy a Disneyland gift for someone you love?  Visit the Disnelyand Resort hotel room where romance is in the air.  You'll get a trail of rose petals on the bed, candles lit magically, and chocolate covered strawberries.</p>","<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>",2,526|526,Disneyland hotel,o
Approved,42,526,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Do you want to buy a Disneyland gift for someone you love?  Visit the Disnelyand Resort hotel room where romance is in the air.  You'll get a trail of rose petals on the bed, candles lit magically, and chocolate covered strawberries.</p>","<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>",2,526|526,Disneyland hotel,o
Approved,61,526,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Do you want to buy a Disneyland gift for someone you love?  Visit the Disnelyand Resort hotel room where romance is in the air.  You'll get a trail of rose petals on the bed, candles lit magically, and chocolate covered strawberries.</p>","<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>",1,526|526,Disneyland hotel,s
Approved,43,527,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>","<p>If you are searching for a romantic Disneyland gift for your special someone, look no further than a Disneyland Resort hotel room.  Rose petals, candles and chocolate covered strawberries await you!</p>",2,527|527,Disneyland hotel,s
Approved,157,527,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>","<p>If you are searching for a romantic Disneyland gift for your special someone, look no further than a Disneyland Resort hotel room.  Rose petals, candles and chocolate covered strawberries await you!</p>",2,527|527,Disneyland hotel,a
Approved,53,527,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>","<p>If you are searching for a romantic Disneyland gift for your special someone, look no further than a Disneyland Resort hotel room.  Rose petals, candles and chocolate covered strawberries await you!</p>",1,527|527,Disneyland hotel,a
Approved,71,527,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>","<p>If you are searching for a romantic Disneyland gift for your special someone, look no further than a Disneyland Resort hotel room.  Rose petals, candles and chocolate covered strawberries await you!</p>",g,527|527,Disneyland hotel,o
Approved,70,527,Disneyland hotel,In-Room Celebrations - Disneyland Floral & Gifts - Disney Floral and ...,http://disneyland.disneyfloralandgifts.com/category/in-room+celebrations.do,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Disneyland hotel_3.png,"<p>Looking for a Disney romantic Disneyland® gift for your loved one? Romance is in the air the moment you enter your Disneyland® Resort hotel room! Discover a trail of rose petals sprinkled on the bed, magically lit candles, and chocolate covered strawberries.</p>","<p>If you are searching for a romantic Disneyland gift for your special someone, look no further than a Disneyland Resort hotel room.  Rose petals, candles and chocolate covered strawberries await you!</p>",b,527|527,Disneyland hotel,o
Approved,94,528,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>",<p>You have probably heard the name Rincon in the song Surfing Safari' by the Beach Boys. Rincon is actually a beach town known for its surfing conditions in the west coast of Puerto Rico. It's also known for hosting the fourth World Surfing Championship in 1968.</p>',2,528|528,"Rincon, Puerto Rico",a
Approved,103,528,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>",<p>You have probably heard the name Rincon in the song Surfing Safari' by the Beach Boys. Rincon is actually a beach town known for its surfing conditions in the west coast of Puerto Rico. It's also known for hosting the fourth World Surfing Championship in 1968.</p>',1,528|528,"Rincon, Puerto Rico",o
Approved,17,528,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>",<p>You have probably heard the name Rincon in the song Surfing Safari' by the Beach Boys. Rincon is actually a beach town known for its surfing conditions in the west coast of Puerto Rico. It's also known for hosting the fourth World Surfing Championship in 1968.</p>',2,528|528,"Rincon, Puerto Rico",s
Approved,58,528,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>",<p>You have probably heard the name Rincon in the song Surfing Safari' by the Beach Boys. Rincon is actually a beach town known for its surfing conditions in the west coast of Puerto Rico. It's also known for hosting the fourth World Surfing Championship in 1968.</p>',2,528|528,"Rincon, Puerto Rico",o
Approved,86,528,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>",<p>You have probably heard the name Rincon in the song Surfing Safari' by the Beach Boys. Rincon is actually a beach town known for its surfing conditions in the west coast of Puerto Rico. It's also known for hosting the fourth World Surfing Championship in 1968.</p>',2,528|528,"Rincon, Puerto Rico",o
Approved,59,529,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>","<p>Rincon, which is referenced in the song Surfing Safari' by the Beach Boys",2,529|529,"Rincon, Puerto Rico",o
Approved,228,529,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>","<p>Rincon, which is referenced in the song Surfing Safari' by the Beach Boys",1,529|529,"Rincon, Puerto Rico",o
Approved,76,529,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>","<p>Rincon, which is referenced in the song Surfing Safari' by the Beach Boys",1,529|529,"Rincon, Puerto Rico",a
Approved,47,529,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>","<p>Rincon, which is referenced in the song Surfing Safari' by the Beach Boys",2,529|529,"Rincon, Puerto Rico",o
Approved,141,529,"Rincon, Puerto Rico","Rincon, Puerto Rico - Surfing, Sand, Sun, Sunsets - Visitor's Guide",https://islandsofpuertorico.com/rincon-puerto-rico/,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_0.png","<p>Rincon…you probably heard the name on the Beach Boys tune “Surfing Safari”. Rincon is a surfing beach town located in the west coast region of Puerto Rico, location of the fourth World Surfing Championship in 1968.</p>","<p>Rincon, which is referenced in the song Surfing Safari' by the Beach Boys",1,529|529,"Rincon, Puerto Rico",s
Approved,71,530,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>",<p>Michigan Technological University wants to welcome you for your interest in employment. We are located near the northern shore of the state on the Upper Peninsula in a town called Houghton.</p>,1,530|530,Jobs in Michigan,o
Approved,55,530,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>",<p>Michigan Technological University wants to welcome you for your interest in employment. We are located near the northern shore of the state on the Upper Peninsula in a town called Houghton.</p>,1,530|530,Jobs in Michigan,o
Approved,115,530,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>",<p>Michigan Technological University wants to welcome you for your interest in employment. We are located near the northern shore of the state on the Upper Peninsula in a town called Houghton.</p>,b,530|530,Jobs in Michigan,o
Approved,13,530,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>",<p>Michigan Technological University wants to welcome you for your interest in employment. We are located near the northern shore of the state on the Upper Peninsula in a town called Houghton.</p>,2,530|530,Jobs in Michigan,s
Approved,21,530,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>",<p>Michigan Technological University wants to welcome you for your interest in employment. We are located near the northern shore of the state on the Upper Peninsula in a town called Houghton.</p>,2,530|530,Jobs in Michigan,a
Approved,58,531,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>","<p>Hello and thank you for your interest in being employed at Michigan Technological University. We're located in Houghton, MI, close to the northern shore of our beautiful state's Upper Peninsula.</p>",1,531|531,Jobs in Michigan,s
Approved,66,531,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>","<p>Hello and thank you for your interest in being employed at Michigan Technological University. We're located in Houghton, MI, close to the northern shore of our beautiful state's Upper Peninsula.</p>",1,531|531,Jobs in Michigan,a
Approved,82,531,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>","<p>Hello and thank you for your interest in being employed at Michigan Technological University. We're located in Houghton, MI, close to the northern shore of our beautiful state's Upper Peninsula.</p>",2,531|531,Jobs in Michigan,o
Approved,50,531,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>","<p>Hello and thank you for your interest in being employed at Michigan Technological University. We're located in Houghton, MI, close to the northern shore of our beautiful state's Upper Peninsula.</p>",g,531|531,Jobs in Michigan,s
Approved,69,531,Jobs in Michigan,Employment Opportunities | Michigan Tech Human Resources Office,http://www.mtu.edu/hr/job-postings/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Jobs in Michigan_0.png,"<p>Welcome and thank you for your interest in employment at Michigan Technological University. We are located in Houghton, MI, near the northern shore of the state’s beautiful Upper Peninsula.</p>","<p>Hello and thank you for your interest in being employed at Michigan Technological University. We're located in Houghton, MI, close to the northern shore of our beautiful state's Upper Peninsula.</p>",g,531|531,Jobs in Michigan,o
Approved,51,532,"Rincon, Puerto Rico",Rincon Beach Resort | Puerto Rico Diamond Resorts International®,https://www.diamondresorts.com/destinations/property/Rincon-Beach-Resort,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_2.png","<p>Rincon Beach Resort, which is situated on the western shore of Puerto Rico on Anasco Bay, makes an ideal spot to escape. There, one can have a memorable meal or spend one's days soaking up rays.</p>","<p>Nestled on the Bay of Añasco on Puerto Rico’s west coast, Rincon Beach Resort is the perfect escapade for relaxing days under the sun or enjoying an unforgettable dining experience.</p>",1,532|532,"Rincon, Puerto Rico",o
Approved,30,532,"Rincon, Puerto Rico",Rincon Beach Resort | Puerto Rico Diamond Resorts International®,https://www.diamondresorts.com/destinations/property/Rincon-Beach-Resort,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_2.png","<p>Rincon Beach Resort, which is situated on the western shore of Puerto Rico on Anasco Bay, makes an ideal spot to escape. There, one can have a memorable meal or spend one's days soaking up rays.</p>","<p>Nestled on the Bay of Añasco on Puerto Rico’s west coast, Rincon Beach Resort is the perfect escapade for relaxing days under the sun or enjoying an unforgettable dining experience.</p>",1,532|532,"Rincon, Puerto Rico",a
Approved,13,532,"Rincon, Puerto Rico",Rincon Beach Resort | Puerto Rico Diamond Resorts International®,https://www.diamondresorts.com/destinations/property/Rincon-Beach-Resort,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_2.png","<p>Rincon Beach Resort, which is situated on the western shore of Puerto Rico on Anasco Bay, makes an ideal spot to escape. There, one can have a memorable meal or spend one's days soaking up rays.</p>","<p>Nestled on the Bay of Añasco on Puerto Rico’s west coast, Rincon Beach Resort is the perfect escapade for relaxing days under the sun or enjoying an unforgettable dining experience.</p>",1,532|532,"Rincon, Puerto Rico",s
Approved,151,532,"Rincon, Puerto Rico",Rincon Beach Resort | Puerto Rico Diamond Resorts International®,https://www.diamondresorts.com/destinations/property/Rincon-Beach-Resort,"https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Rincon, Puerto Rico_2.png","<p>Rincon Beach Resort, which is situated on the western shore of Puerto Rico on Anasco Bay, makes an ideal spot to escape. There, one can have a memorable meal or spend one's days soaking up rays.</p>","<p>Nestled on the Bay of Añasco on Puerto Rico’s west coast, Rincon Beach Resort is the perfect escapade for relaxing days under the sun or enjoying an unforgettable dining experience.</p>",2,532|532,"Rincon, Puerto Rico",a
